Date,AMZN,SPY,IC
2020-01-02,94.900497,303.135559,0.4827628865600429
2020-01-03,93.748497,300.840179,0.4762830612423432
2020-01-06,95.143997,301.987946,0.4638806486582228
2020-01-07,95.343002,301.138763,0.4601435540712491
2020-01-08,94.598503,302.743713,0.4633926386485298
2020-01-09,95.052498,304.796509,0.5104044685348677
2020-01-10,94.157997,303.919342,0.5196228719275964
2020-01-13,94.565002,306.009521,0.5547472699887446
2020-01-14,93.472,305.542999,0.6436216456878922
2020-01-15,93.100998,306.233582,0.6789338279779233
2020-01-16,93.897003,308.780853,0.7334929686295095
2020-01-17,93.236,309.741943,0.7519037576944083
2020-01-21,94.599998,309.135437,0.7609852479823539
2020-01-22,94.373001,309.172668,0.7534125268144083
2020-01-23,94.228996,309.527313,0.75645285360106
2020-01-24,93.082001,306.774597,0.7423483158093203
2020-01-27,91.417,301.857269,0.7434360436387162
2020-01-28,92.662498,305.020477,0.7670081211171185
2020-01-29,92.900002,304.768494,0.7840769818425699
2020-01-30,93.533997,305.757538,0.8088407660860875
2020-01-31,100.435997,300.205688,0.8273330147343105
2020-02-03,100.209999,302.435822,0.8206824495786565
2020-02-04,102.483498,307.045258,0.8176791172559009
2020-02-05,101.9935,310.591064,0.8118045595002603
2020-02-06,102.511497,311.636108,0.8079723210562878
2020-02-07,103.963997,309.975189,0.7964062603002322
2020-02-10,106.695503,312.289307,0.7794687557651505
2020-02-11,107.540001,312.830505,0.7575308439354385
2020-02-12,108.0,314.845978,0.7349618308279107
2020-02-13,107.4935,314.510101,0.6786669914508973
2020-02-14,106.7435,315.013947,0.6068113536928244
2020-02-18,107.783501,314.202148,0.5313013763898042
2020-02-19,108.511002,315.704437,0.447850195230734
2020-02-20,107.654999,314.407471,0.4002863609198267
2020-02-21,104.7985,311.169525,0.3558100369442828
2020-02-24,100.4645,300.849487,0.3254859728907452
2020-02-25,98.637001,291.733154,0.3348327438911316
2020-02-26,98.9795,290.660034,0.353617543035313
2020-02-27,94.214996,277.606049,0.3843283691177185
2020-02-28,94.1875,276.439636,0.4298537736914132
2020-03-02,97.697502,288.411316,0.4723927396472655
2020-03-03,95.449501,280.153442,0.5322556807529513
2020-03-04,98.791496,291.929016,0.589229966365494
2020-03-05,96.2015,282.224854,0.651080530995091
2020-03-06,95.054497,277.559357,0.7121931754714302
2020-03-09,90.030502,255.883514,0.7730399352436995
2020-03-10,94.591003,269.124176,0.802134701077875
2020-03-11,91.042999,256.004791,0.8486377923682086
2020-03-12,83.830498,231.510986,0.8782109622185591
2020-03-13,89.25,251.302017,0.8832339163256985
2020-03-16,84.457497,223.803604,0.9097118869442332
2020-03-17,90.391998,235.887207,0.9049598766140358
2020-03-18,91.5,223.943558,0.907342581288862
2020-03-19,94.046501,224.419403,0.9018974059631518
2020-03-20,92.304497,214.74823,0.8990978183827362
2020-03-23,95.141502,209.257538,0.8977058519489006
2020-03-24,97.004997,228.216934,0.9229873943682966
2020-03-25,94.292,231.633392,0.926045241029398
2020-03-26,97.774498,245.158432,0.9207124374207952
2020-03-27,95.004997,237.856201,0.9150710736855712
2020-03-30,98.197502,245.58078,0.8973563652070852
2020-03-31,97.486,241.920288,0.8839329292707558
2020-04-01,95.385002,231.032669,0.870029263046057
2020-04-02,95.941498,236.363876,0.845569277305726
2020-04-03,95.329498,232.947418,0.8120805973340965
2020-04-06,99.879501,248.593613,0.749333635941506
2020-04-07,100.580002,248.847061,0.7105577636542737
2020-04-08,102.150002,257.200439,0.6640038833218501
2020-04-09,102.138,261.11438,0.6820050597513193
2020-04-13,108.443497,258.730316,0.780457942978599
2020-04-14,114.166,266.361084,0.8091340484677588
2020-04-15,115.384003,260.701324,0.798497893325541
2020-04-16,120.4095,261.959015,0.78880211220645
2020-04-17,118.75,269.036041,0.798783349513378
2020-04-20,119.680496,264.296112,0.8040119396125707
2020-04-21,116.405998,256.271179,0.8063928934784891
2020-04-22,118.1745,261.959015,0.7998212349385888
2020-04-23,119.972504,261.940277,0.7908826999449721
2020-04-24,120.511002,265.5914,0.7921847102434408
2020-04-27,118.800003,269.420837,0.7899118533260601
2020-04-28,115.704002,268.181976,0.7629979606418064
2020-04-29,118.635498,275.202484,0.7418345913198942
2020-04-30,123.699997,272.640167,0.7183484703196485
2020-05-01,114.302002,265.422516,0.7169454124477838
2020-05-04,115.7995,266.154602,0.694328074309456
2020-05-05,115.889999,268.613708,0.6667319118148937
2020-05-06,117.563004,266.792877,0.6492235940913822
2020-05-07,118.380501,270.012085,0.6422569852914244
2020-05-08,118.980499,274.479767,0.6314326694938549
2020-05-11,120.449997,274.536133,0.6302157458783004
2020-05-12,117.847504,269.064209,0.6161524611322318
2020-05-13,118.396004,264.305542,0.6129755247502829
2020-05-14,119.442497,267.468567,0.6073774131738926
2020-05-15,120.488998,268.69809,0.6164063204859225
2020-05-18,121.313004,276.882538,0.6291897892417168
2020-05-19,122.466499,274.038666,0.6327521182900528
2020-05-20,124.897003,278.69397,0.6370538908999442
2020-05-21,122.336998,276.769958,0.6610734547395102
2020-05-22,121.844002,277.295593,0.6737756791802418
2020-05-26,121.093002,280.712006,0.679245767652001
2020-05-27,120.519501,284.888702,0.6686314896736558
2020-05-28,120.055,284.363129,0.6596372142872053
2020-05-29,122.1185,285.630249,0.6500113537117878
2020-06-01,123.552002,286.784637,0.6373037899161055
2020-06-02,123.620499,289.159302,0.628305667624035
2020-06-03,123.919998,293.007477,0.6246489090598472
2020-06-04,123.029999,292.237823,0.6441622020562286
2020-06-05,124.150002,299.727722,0.6556485488403696
2020-06-08,126.203003,303.350739,0.7095916202850115
2020-06-09,130.042999,301.088623,0.7866473975794281
2020-06-10,132.372498,299.40863,0.8323558867977847
2020-06-11,127.898003,282.148041,0.854748339249048
2020-06-12,127.250999,285.526886,0.8385204568864763
2020-06-15,128.634003,288.192505,0.8204959364272347
2020-06-16,130.763504,293.739532,0.8107114192159888
2020-06-17,132.048996,292.51944,0.8172860534613018
2020-06-18,132.699005,292.63205,0.8174695397972456
2020-06-19,133.750504,290.959717,0.8216862025983399
2020-06-22,135.690994,292.826202,0.8296661539575401
2020-06-23,138.220505,294.174286,0.836237347905132
2020-06-24,136.720001,286.670258,0.8436624532937244
2020-06-25,137.729004,289.743561,0.8368844581308523
2020-06-26,134.643494,282.861755,0.8351313414314866
2020-06-29,134.018997,287.019104,0.8201056683714452
2020-06-30,137.940994,290.695709,0.8192397428397764
2020-07-01,143.934998,292.731934,0.8223066819740869
2020-07-02,144.514999,294.344025,0.8259873306811073
2020-07-06,152.852005,298.887878,0.8299001753748535
2020-07-07,150.005997,295.805298,0.8469484270214304
2020-07-08,154.055496,298.06778,0.8621451332449158
2020-07-09,159.1315,296.37088,0.8687878075325658
2020-07-10,160.0,299.396942,0.8984571250594149
2020-07-13,155.199997,296.804474,0.9241552920834716
2020-07-14,154.199997,300.650787,0.9404660022018846
2020-07-15,150.443497,303.412964,0.9459591720841596
2020-07-16,149.994995,302.413605,0.940643522411509
2020-07-17,148.098495,303.290405,0.924175422793175
2020-07-20,159.841995,305.741425,0.9106670045852294
2020-07-21,156.914505,306.391968,0.9088320275879478
2020-07-22,154.995499,308.135956,0.8948179969967688
2020-07-23,149.327499,304.459381,0.881576023100104
2020-07-24,150.445496,302.498505,0.8751253989546611
2020-07-27,152.760498,304.704498,0.8720398348510887
2020-07-28,150.016495,302.771851,0.8783163437580531
2020-07-29,151.676498,306.495605,0.8789505451932024
2020-07-30,152.593994,305.402069,0.8767633197621735
2020-07-31,158.233994,307.815399,0.8763469947798993
2020-08-03,155.594498,309.955414,0.8914987874886579
2020-08-04,156.941498,311.152649,0.8928021226668261
2020-08-05,160.251495,313.085175,0.8956887640938522
2020-08-06,161.25,315.178009,0.9036174883094564
2020-08-07,158.373001,315.404297,0.9065718397235027
2020-08-10,157.408005,316.346985,0.9053759106325706
2020-08-11,154.033493,313.735657,0.9009656567503992
2020-08-12,158.112,318.109894,0.8867517189690354
2020-08-13,158.050995,317.53479,0.8822321592999472
2020-08-14,157.401001,317.544189,0.8889512299997666
2020-08-17,159.120499,318.552948,0.8947897688509601
2020-08-18,165.624496,319.241119,0.8963992956945827
2020-08-19,163.024002,317.911926,0.9032189010981744
2020-08-20,164.8685,318.901703,0.902028139917259
2020-08-21,164.235992,320.03302,0.9059245173582394
2020-08-24,165.373001,323.275909,0.9058458253483048
2020-08-25,167.324493,324.407135,0.9013515985258724
2020-08-26,172.092499,327.659546,0.8927059972166457
2020-08-27,170.0,328.376038,0.8867796992434624
2020-08-28,170.089996,330.497131,0.8849927788934709
2020-08-31,172.548004,329.299835,0.8746583872318806
2020-09-01,174.955994,332.401367,0.8571747670085178
2020-09-02,176.572495,337.20929,0.8327835030981048
2020-09-03,168.399994,325.604523,0.8118446647175069
2020-09-04,164.731003,322.946014,0.8141435777829049
2020-09-08,157.492004,314.122131,0.8063550932736345
2020-09-09,163.430496,320.325226,0.8110299188549779
2020-09-10,158.755493,314.763214,0.824356917141977
2020-09-11,155.811005,314.923553,0.8357133084524402
2020-09-14,155.148499,319.07135,0.7809572370436788
2020-09-15,157.806503,320.683533,0.6879541829359022
2020-09-16,153.904999,319.410858,0.6409332726923668
2020-09-17,150.436493,316.601501,0.6036437956926435
2020-09-18,147.745499,312.956512,0.55503270459641
2020-09-21,148.023499,309.473511,0.48286663265579
2020-09-22,156.449493,312.625305,0.4059992831187266
2020-09-23,149.992996,305.375214,0.3633311968659776
2020-09-24,150.989502,306.189209,0.2725521927886655
2020-09-25,154.7565,311.139313,0.1794670442664984
2020-09-28,158.702499,316.307159,0.1154867255354082
2020-09-29,157.244003,314.584595,0.0779597881222622
2020-09-30,157.436493,316.969727,0.0625054883870708
2020-10-01,161.063004,319.004639,0.0533186806850967
2020-10-02,156.25,315.975922,0.0537129014173582
2020-10-05,159.960007,321.579102,0.0453230651887713
2020-10-06,154.998001,317.007568,0.0515961105097094
2020-10-07,159.7845,322.525574,0.0200309632974511
2020-10-08,159.527496,325.384033,0.0077191587554638
2020-10-09,164.332504,328.289764,-0.0053218578248217
2020-10-12,172.1465,333.571106,-0.0004361565040769
2020-10-13,172.181503,331.394196,-0.0299546822026078
2020-10-14,168.185501,329.311951,-0.0447960704461
2020-10-15,166.932495,328.904938,-0.0413425716116244
2020-10-16,163.635498,328.706238,-0.0183386789221965
2020-10-19,160.360504,323.70871,0.004235822374943
2020-10-20,160.850494,325.005402,0.0569843966925833
2020-10-21,159.246994,324.390198,0.1102523223689634
2020-10-22,158.820007,326.169495,0.1354230358423013
2020-10-23,160.220001,327.276947,0.1557140924203316
2020-10-26,160.352005,321.228912,0.1830903774156004
2020-10-27,164.316498,320.12149,0.2173404668825132
2020-10-28,158.139008,309.180084,0.3101172973263629
2020-10-29,160.550507,312.322449,0.3768109976301459
2020-10-30,151.807495,309.066528,0.4894720661272995
2020-11-02,150.223999,312.53067,0.450209540208574
2020-11-03,152.420502,318.048676,0.360644205016231
2020-11-04,162.057999,325.156891,0.2610148645675016
2020-11-05,166.100006,331.498322,0.3742431784659651
2020-11-06,165.568497,331.422607,0.5132390934480944
2020-11-09,157.186996,335.587097,0.6766976224798821
2020-11-10,151.751007,335.094971,0.6479271305699003
2020-11-11,156.869507,337.584259,0.5226780013355059
2020-11-12,155.514008,334.309357,0.4481416755433722
2020-11-13,156.440506,338.937744,0.3939263031968125
2020-11-16,156.552994,343.168549,0.3278186920300434
2020-11-17,156.783005,341.322845,0.2689497920149135
2020-11-18,155.272995,337.215118,0.2097306303686423
2020-11-19,155.850998,338.634796,0.2286886069757497
2020-11-20,154.970001,336.315918,0.2789532065572379
2020-11-23,154.919495,338.332031,0.2820481960796082
2020-11-24,155.903,343.783722,0.2871862110980677
2020-11-25,159.253494,343.253754,0.3227799453406401
2020-11-27,159.766998,344.209686,0.3292087530242101
2020-11-30,158.401993,342.685822,0.3457051443743017
2020-12-01,161.003998,346.433838,0.3374038108179977
2020-12-02,160.176498,347.16272,0.3623043499827013
2020-12-03,159.336502,347.068115,0.4137878842427714
2020-12-04,158.128998,350.05896,0.4407976684594654
2020-12-07,157.899994,349.339569,0.4734361182407716
2020-12-08,158.864502,350.361908,0.508086158054566
2020-12-09,155.210007,347.219513,0.5319724646112743
2020-12-10,155.074493,347.105957,0.5243385806663685
2020-12-11,155.820999,346.698883,0.5035919371682825
2020-12-14,157.848495,345.146698,0.46816078718962
2020-12-15,158.255997,349.812744,0.4481615141199892
2020-12-16,162.048004,350.361908,0.4294988103638506
2020-12-17,161.804001,352.321106,0.457233968600064
2020-12-18,160.082504,350.914307,0.4830076620328527
2020-12-21,160.309006,349.659576,0.4689241028629941
2020-12-22,160.326004,349.070221,0.4377749377917658
2020-12-23,159.263504,349.383942,0.41267423334503
2020-12-24,158.634506,350.743225,0.3424273524849468
2020-12-28,164.197998,353.756409,0.2924561118324111
2020-12-29,166.100006,353.081451,0.3179702587801071
2020-12-30,164.292496,353.585236,0.3368765574500407
2020-12-31,162.846497,355.381744,0.3408979215543812
2021-01-04,159.331497,350.543579,0.3503295070644481
2021-01-05,160.925507,352.957947,0.385234877736979
2021-01-06,156.919006,355.068115,0.3842290423965874
2021-01-07,158.108002,360.343506,0.3655679408095
2021-01-08,159.134995,362.396637,0.3349105840664539
2021-01-11,155.710495,359.953796,0.2939401516286336
2021-01-12,156.041504,360.029755,0.2412297442596879
2021-01-13,158.294495,360.999329,0.1818066721453593
2021-01-14,156.373505,359.735138,0.1227037518150412
2021-01-15,155.212494,357.111664,0.0669705041930015
2021-01-19,156.037994,359.915771,0.0121685655197794
2021-01-20,163.169006,364.896545,-0.0353343529659108
2021-01-21,165.349503,365.229218,-0.0445225934584441
2021-01-22,164.611496,363.936432,-0.0519189992417756
2021-01-25,164.699997,365.371765,-0.0433807977913214
2021-01-26,166.306503,364.801453,-0.0379457504473579
2021-01-27,161.628998,355.885559,-0.035641743798213
2021-01-28,161.880997,358.946259,-0.0448620879905663
2021-01-29,160.309998,351.760284,-0.0453052842417762
2021-02-01,167.143997,357.615479,-0.0464017844340986
2021-02-02,169.0,362.672241,0.0290829537540569
2021-02-03,165.626495,362.957428,0.1138233143010293
2021-02-04,166.550003,367.082611,0.2150981138904406
2021-02-05,167.607498,368.527496,0.2855640605874342
2021-02-08,166.147003,371.188995,0.380631478200119
2021-02-09,165.25,370.941833,0.4574549291511859
2021-02-10,164.328995,370.780243,0.5555932317764071
2021-02-11,163.106506,371.379059,0.6339871410915185
2021-02-12,163.885498,373.213623,0.6954459899010156
2021-02-16,163.447495,372.890381,0.7322198911858931
2021-02-17,165.432007,372.975983,0.7736272967507949
2021-02-18,166.411499,371.388519,0.8209300945834359
2021-02-19,162.494995,370.732727,0.8717204383975987
2021-02-22,159.037003,367.881165,0.8975617344241692
2021-02-23,159.725006,368.32785,0.9157805540499144
2021-02-24,157.976501,372.386597,0.9324159611180362
2021-02-25,152.858002,363.413666,0.9375535048250304
2021-02-26,154.6465,361.541138,0.9429847685194728
2021-03-01,157.307007,370.304962,0.9557750552842736
2021-03-02,154.726501,367.415405,0.9608162790927154
2021-03-03,150.25,362.548737,0.9653186460239888
2021-03-04,148.878494,358.062225,0.965208008503811
2021-03-05,150.022995,364.649414,0.9682352285428594
2021-03-08,147.597504,362.833862,0.9648486256670804
2021-03-09,153.142502,368.014221,0.9546760181580536
2021-03-10,152.882004,370.304962,0.9478323984855548
2021-03-11,155.679504,374.05954,0.9306355404101306
2021-03-12,154.474503,374.563324,0.9040412214086913
2021-03-15,154.084,376.797058,0.8917001456922867
2021-03-16,154.593002,376.321808,0.8846767069622034
2021-03-17,156.786499,377.605011,0.869783898786008
2021-03-18,151.399506,372.111023,0.8536915005536213
2021-03-19,153.748001,371.422455,0.8373971475151102
2021-03-22,155.543503,374.388245,0.8233616671520274
2021-03-23,156.875,371.441559,0.8133588564896461
2021-03-24,154.3535,369.553314,0.809337643073597
2021-03-25,152.313004,371.632294,0.7886765454259425
2021-03-26,152.601501,377.621094,0.7422795633940548
2021-03-29,153.786499,377.430328,0.6935394146680136
2021-03-30,152.764496,376.428986,0.6342945956590361
2021-03-31,154.703995,377.954895,0.5248544412995947
2021-04-01,158.050003,382.036407,0.387834512984844
2021-04-05,161.336502,387.519836,0.2761494852040286
2021-04-06,161.190994,387.291016,0.2135973597208115
2021-04-07,163.969498,387.739136,0.1403696477082086
2021-04-08,164.964996,389.579681,0.0787835864431675
2021-04-09,168.610001,392.411926,0.0327892029420164
2021-04-12,168.969498,392.555084,0.0470555487410802
2021-04-13,170.0,393.718384,0.0761768601926591
2021-04-14,166.649994,392.37384,0.1385976990572678
2021-04-15,168.954498,396.588928,0.1841825659568529
2021-04-16,169.972,397.914459,0.237291231102309
2021-04-19,168.600494,395.959534,0.2773047662988072
2021-04-20,166.734497,393.060455,0.3213786658637296
2021-04-21,168.100998,396.779663,0.3731831354233915
2021-04-22,165.451996,393.155823,0.3433393726651751
2021-04-23,167.044006,397.418549,0.3782256005530394
2021-04-26,170.449997,398.248199,0.4247096991504934
2021-04-27,170.871506,398.162445,0.4662030196825628
2021-04-28,172.925003,398.047974,0.508412181380164
2021-04-29,173.565506,400.584625,0.5471467364992965
2021-04-30,173.371002,397.952606,0.5824972867650182
2021-05-03,169.324493,398.810913,0.6413756270528467
2021-05-04,165.593506,396.350494,0.669825652512614
2021-05-05,163.526993,396.474487,0.6877938982422889
2021-05-06,165.318497,399.640594,0.7159564597618442
2021-05-07,164.580505,402.549133,0.7522931621318018
2021-05-10,159.524506,398.562958,0.7863058874863514
2021-05-11,161.195496,395.005798,0.7943277744153879
2021-05-12,157.597,386.613892,0.813780010285302
2021-05-13,158.073502,391.258118,0.8328532977771163
2021-05-14,161.145004,397.265991,0.839562350698387
2021-05-17,163.519501,396.255127,0.8476119990307496
2021-05-18,161.613998,392.841125,0.8535670417539502
2021-05-19,161.589996,391.811188,0.8567442930758473
2021-05-20,162.384003,396.026306,0.8554855689286496
2021-05-21,160.154007,395.702026,0.8554933508428133
2021-05-24,162.249496,399.735901,0.8495677392715614
2021-05-25,162.952499,398.84906,0.8493689313462981
2021-05-26,163.257996,399.640594,0.8452189318060433
2021-05-27,161.505493,399.850372,0.8455691691282612
2021-05-28,161.153503,400.565582,0.837994133998842
2021-06-01,160.932495,400.212769,0.8318236602315116
2021-06-02,161.699493,400.842102,0.8162326981797271
2021-06-03,159.350494,399.354492,0.7390024284851833
2021-06-04,160.311005,403.006836,0.6601803712866987
2021-06-07,159.900497,402.615906,0.579063927638663
2021-06-08,163.205505,402.701721,0.500413255202654
2021-06-09,164.057495,402.100983,0.4103008855280433
2021-06-10,167.482498,403.970032,0.2997985606455794
2021-06-11,167.341507,404.637634,0.2094953155940124
2021-06-14,169.193497,405.543579,0.1140872809191289
2021-06-15,169.156494,404.799683,0.0204578074938573
